title,top genre,year released,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,top year
This Feeling,dance pop,2018.0,105.0,57.0,57.0,-8.0,9.0,45.0,198.0,6.0,4.0,78.0,2018.0
Sick Boy,dance pop,2018.0,90.0,58.0,66.0,-8.0,12.0,45.0,193.0,11.0,5.0,74.0,2018.0
Call Out My Name,canadian contemporary r&b,2018.0,134.0,59.0,46.0,-5.0,31.0,18.0,228.0,17.0,4.0,85.0,2018.0
Pray For Me (with Kendrick Lamar),canadian contemporary r&b,2018.0,101.0,68.0,74.0,-5.0,11.0,19.0,211.0,8.0,9.0,74.0,2018.0
Jackie Chan,big room,2018.0,128.0,83.0,75.0,-3.0,6.0,69.0,216.0,37.0,5.0,76.0,2018.0
SICKO MODE,hip hop,2018.0,155.0,73.0,83.0,-4.0,12.0,45.0,313.0,1.0,22.0,86.0,2018.0
Taste (feat. Offset),dance pop,2018.0,98.0,56.0,88.0,-7.0,10.0,34.0,233.0,2.0,12.0,78.0,2018.0
Saturday Sun,folk-pop,2018.0,100.0,86.0,64.0,-4.0,22.0,71.0,215.0,48.0,5.0,75.0,2018.0
SAD!,emo rap,2018.0,75.0,61.0,74.0,-5.0,12.0,47.0,167.0,26.0,14.0,88.0,2018.0
Moonlight,emo rap,2018.0,128.0,54.0,92.0,-6.0,10.0,71.0,135.0,56.0,8.0,87.0,2018.0
changes,emo rap,2018.0,65.0,31.0,67.0,-10.0,10.0,52.0,122.0,88.0,3.0,84.0,2018.0
If You're Over Me,dance pop,2018.0,104.0,85.0,65.0,-5.0,6.0,62.0,189.0,6.0,9.0,60.0,2018.0
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",cali rap,2018.0,204.0,35.0,75.0,-8.0,9.0,11.0,237.0,1.0,33.0,73.0,2018.0
The Middle,complextro,2018.0,107.0,66.0,75.0,-3.0,11.0,44.0,185.0,17.0,4.0,84.0,2018.0
a lot,atl hip hop,2018.0,146.0,64.0,84.0,-8.0,34.0,27.0,289.0,4.0,9.0,83.0,2019.0
Easier,boy band,2020.0,176.0,46.0,56.0,-4.0,11.0,62.0,158.0,48.0,26.0,74.0,2019.0
Swervin (feat. 6ix9ine),melodic rap,2018.0,93.0,66.0,58.0,-5.0,11.0,43.0,189.0,2.0,30.0,80.0,2019.0
Look Back at It,melodic rap,2018.0,96.0,59.0,79.0,-5.0,15.0,54.0,179.0,41.0,4.0,78.0,2019.0
Ladbroke Grove,grime,2019.0,134.0,84.0,90.0,-9.0,10.0,73.0,191.0,9.0,21.0,73.0,2019.0
China,latin,2019.0,105.0,81.0,79.0,-4.0,8.0,61.0,302.0,8.0,9.0,80.0,2019.0
Secreto,latin,2019.0,92.0,80.0,81.0,-4.0,14.0,71.0,259.0,60.0,13.0,79.0,2019.0
7 rings,dance pop,2019.0,140.0,32.0,78.0,-11.0,9.0,33.0,179.0,59.0,33.0,88.0,2019.0
"thank u, next",dance pop,2019.0,107.0,65.0,72.0,-6.0,10.0,41.0,207.0,23.0,7.0,85.0,2019.0
"break up with your girlfriend, i'm bored",dance pop,2019.0,170.0,55.0,73.0,-5.0,11.0,34.0,190.0,4.0,9.0,81.0,2019.0
boyfriend (with Social House),dance pop,2019.0,190.0,80.0,40.0,-4.0,16.0,70.0,186.0,12.0,46.0,81.0,2019.0
On A Roll,pop,2019.0,125.0,81.0,74.0,-6.0,5.0,39.0,154.0,8.0,9.0,62.0,2019.0
Callaita,latin,2019.0,176.0,62.0,61.0,-5.0,24.0,24.0,251.0,60.0,31.0,86.0,2019.0
MIA (feat. Drake),latin,2018.0,97.0,54.0,82.0,-6.0,10.0,16.0,210.0,1.0,6.0,82.0,2019.0
bad guy,art pop,2019.0,135.0,43.0,70.0,-11.0,10.0,56.0,194.0,33.0,38.0,88.0,2019.0
when the party's over,art pop,2019.0,83.0,11.0,37.0,-14.0,9.0,20.0,196.0,98.0,10.0,85.0,2019.0
bury a friend,art pop,2019.0,120.0,39.0,91.0,-15.0,11.0,20.0,193.0,74.0,33.0,80.0,2019.0
Kill This Love,k-pop,2019.0,132.0,84.0,76.0,-5.0,23.0,65.0,191.0,32.0,19.0,79.0,2019.0
The Git Up,black americana,2019.0,98.0,68.0,85.0,-9.0,27.0,81.0,201.0,7.0,11.0,74.0,2019.0
Thotiana,cali rap,2018.0,104.0,38.0,91.0,-13.0,11.0,39.0,129.0,18.0,27.0,71.0,2019.0
Boy With Luv (feat. Halsey),k-pop,2019.0,120.0,86.0,65.0,-5.0,19.0,80.0,230.0,9.0,8.0,86.0,2019.0
Please Me,dance pop,2019.0,134.0,57.0,75.0,-7.0,8.0,65.0,201.0,6.0,8.0,79.0,2019.0
Money,dance pop,2018.0,130.0,59.0,95.0,-7.0,11.0,22.0,184.0,1.0,29.0,78.0,2019.0
Suge,north carolina hip hop,2019.0,75.0,66.0,88.0,-6.0,13.0,84.0,163.0,6.0,43.0,77.0,2019.0
Location (feat. Burna Boy),uk hip hop,2019.0,110.0,50.0,81.0,-6.0,10.0,55.0,241.0,27.0,30.0,81.0,2019.0
Juicy,dance pop,2019.0,170.0,66.0,79.0,-3.0,7.0,46.0,202.0,9.0,7.0,62.0,2019.0
3 Nights,alternative pop rock,2018.0,152.0,52.0,82.0,-7.0,10.0,88.0,178.0,22.0,9.0,84.0,2019.0
Money In The Grave (Drake ft. Rick Ross),canadian hip hop,2019.0,101.0,50.0,83.0,-4.0,12.0,10.0,205.0,10.0,5.0,82.0,2019.0
Don't Start Now,dance pop,2019.0,124.0,79.0,79.0,-5.0,10.0,68.0,183.0,1.0,8.0,84.0,2019.0
Take Me Back to London (feat. Stormzy),pop,2019.0,138.0,76.0,89.0,-6.0,16.0,61.0,190.0,22.0,22.0,71.0,2019.0
Cross Me (feat. Chance the Rapper & PnB Rock),pop,2019.0,95.0,79.0,75.0,-6.0,7.0,61.0,206.0,21.0,12.0,69.0,2019.0
Antisocial (with Travis Scott),pop,2019.0,152.0,82.0,72.0,-5.0,36.0,91.0,162.0,13.0,5.0,68.0,2019.0
Leave Me Alone,melodic rap,2019.0,150.0,74.0,79.0,-3.0,18.0,74.0,196.0,11.0,9.0,75.0,2019.0
Lost in the Fire (feat. The Weeknd),dark clubbing,2019.0,101.0,67.0,66.0,-12.0,12.0,17.0,202.0,9.0,4.0,89.0,2019.0
Without Me,dance pop,2018.0,136.0,49.0,75.0,-7.0,9.0,53.0,202.0,30.0,7.0,82.0,2019.0
emotions,melodic rap,2019.0,81.0,63.0,63.0,-6.0,14.0,16.0,131.0,1.0,4.0,77.0,2019.0
gone girl,melodic rap,2019.0,95.0,71.0,68.0,-6.0,7.0,36.0,137.0,16.0,3.0,75.0,2019.0
MIDDLE CHILD,conscious hip hop,2019.0,124.0,36.0,84.0,-12.0,27.0,46.0,214.0,15.0,28.0,85.0,2019.0
All Day And Night,dance pop,2019.0,122.0,78.0,59.0,-4.0,16.0,52.0,169.0,27.0,9.0,64.0,2019.0
Sucker,boy band,2019.0,138.0,73.0,84.0,-5.0,11.0,95.0,181.0,4.0,6.0,84.0,2019.0
Only Human,boy band,2019.0,94.0,50.0,80.0,-6.0,6.0,87.0,183.0,11.0,7.0,76.0,2019.0
Robbery,chicago rap,2019.0,80.0,69.0,62.0,-5.0,15.0,57.0,240.0,33.0,5.0,84.0,2019.0
Good as You,black americana,2019.0,154.0,52.0,63.0,-6.0,14.0,77.0,192.0,40.0,4.0,70.0,2019.0
Nights Like This (feat. Ty Dolla $ign),dance pop,2019.0,146.0,73.0,61.0,-5.0,15.0,29.0,202.0,37.0,15.0,80.0,2019.0
Better,pop,2018.0,98.0,55.0,60.0,-10.0,10.0,11.0,229.0,8.0,10.0,81.0,2019.0
Talk (feat. Disclosure),pop,2019.0,136.0,40.0,90.0,-9.0,6.0,35.0,198.0,5.0,13.0,76.0,2019.0
ZEZE (feat. Travis Scott & Offset),florida rap,2018.0,98.0,60.0,86.0,-6.0,9.0,50.0,229.0,5.0,18.0,82.0,2019.0
Shallow,art pop,2018.0,96.0,39.0,57.0,-6.0,23.0,32.0,216.0,37.0,3.0,87.0,2019.0
Doin' Time,art pop,2019.0,145.0,56.0,64.0,-11.0,9.0,52.0,202.0,40.0,4.0,83.0,2019.0
i'm so tired...,dance pop,2020.0,102.0,73.0,60.0,-7.0,24.0,53.0,163.0,18.0,20.0,81.0,2019.0
Someone You Loved,pop,2019.0,110.0,41.0,50.0,-6.0,11.0,45.0,182.0,75.0,3.0,89.0,2019.0
Grace,pop,2019.0,104.0,56.0,72.0,-6.0,17.0,49.0,186.0,44.0,3.0,72.0,2019.0
Old Town Road - Remix,lgbtq+ hip hop,2019.0,136.0,62.0,88.0,-6.0,11.0,64.0,157.0,5.0,10.0,83.0,2019.0
Old Town Road,lgbtq+ hip hop,2019.0,136.0,53.0,91.0,-6.0,10.0,51.0,113.0,6.0,13.0,80.0,2019.0
Panini,lgbtq+ hip hop,2019.0,154.0,59.0,70.0,-6.0,12.0,48.0,115.0,34.0,8.0,76.0,2019.0
Ransom,melodic rap,2019.0,180.0,64.0,75.0,-6.0,7.0,23.0,131.0,2.0,29.0,83.0,2019.0
Truth Hurts,dance pop,2019.0,158.0,62.0,72.0,-3.0,12.0,41.0,173.0,11.0,11.0,80.0,2019.0
Good as Hell,dance pop,2019.0,96.0,92.0,68.0,-3.0,44.0,54.0,160.0,26.0,9.0,77.0,2019.0
Soltera - Remix,latin,2019.0,92.0,78.0,80.0,-4.0,44.0,80.0,266.0,36.0,4.0,74.0,2019.0
Light On,indie pop,2019.0,102.0,57.0,66.0,-6.0,13.0,40.0,234.0,20.0,5.0,72.0,2019.0
Nothing Breaks Like a Heart (feat. Miley Cyrus),dance pop,2018.0,114.0,79.0,60.0,-6.0,39.0,24.0,217.0,1.0,7.0,84.0,2019.0
Here With Me,brostep,2019.0,100.0,56.0,79.0,-4.0,16.0,18.0,156.0,6.0,4.0,77.0,2019.0
One Thing Right,brostep,2019.0,88.0,63.0,66.0,-2.0,58.0,44.0,182.0,6.0,5.0,77.0,2019.0
Piece Of Your Heart,edm,2019.0,124.0,74.0,68.0,-7.0,7.0,63.0,153.0,4.0,3.0,81.0,2019.0
Going Bad (feat. Drake),hip hop,2018.0,86.0,50.0,89.0,-6.0,25.0,54.0,181.0,26.0,9.0,83.0,2019.0
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),dance pop,2019.0,99.0,81.0,87.0,-5.0,21.0,57.0,199.0,0.0,16.0,73.0,2019.0
Slide Away,dance pop,2019.0,148.0,54.0,53.0,-7.0,25.0,29.0,234.0,17.0,3.0,74.0,2019.0
Pure Water (with Migos),cali rap,2019.0,202.0,56.0,68.0,-6.0,34.0,14.0,192.0,17.0,13.0,80.0,2019.0
Shotta Flow (feat. Blueface) [Remix],memphis hip hop,2019.0,120.0,51.0,89.0,-5.0,14.0,57.0,177.0,3.0,42.0,74.0,2019.0
Options,afro dancehall,2020.0,102.0,62.0,84.0,-5.0,10.0,76.0,240.0,39.0,9.0,62.0,2019.0
Clout (feat. Cardi B),atl hip hop,2019.0,140.0,62.0,92.0,-7.0,12.0,42.0,206.0,23.0,10.0,73.0,2019.0
Adan y Eva,argentine hip hop,2019.0,172.0,71.0,77.0,-4.0,7.0,72.0,257.0,32.0,34.0,76.0,2019.0
Pop Out (feat. Lil Tjay),chicago rap,2019.0,168.0,64.0,77.0,-7.0,7.0,26.0,167.0,15.0,47.0,83.0,2019.0
Circles,dfw rap,2019.0,120.0,76.0,70.0,-3.0,9.0,55.0,215.0,19.0,4.0,89.0,2019.0
Sunflower - Spider-Man: Into the Spider-Verse,dfw rap,2019.0,90.0,52.0,76.0,-4.0,7.0,93.0,158.0,53.0,6.0,84.0,2019.0
Wow.,dfw rap,2019.0,100.0,54.0,83.0,-7.0,10.0,39.0,150.0,14.0,21.0,83.0,2019.0
Goodbyes (feat. Young Thug),dfw rap,2019.0,150.0,65.0,55.0,-4.0,10.0,16.0,175.0,46.0,8.0,82.0,2019.0
Bohemian Rhapsody - Remastered 2011,classic rock,1975.0,144.0,40.0,39.0,-10.0,24.0,23.0,354.0,29.0,5.0,77.0,2019.0
Ride It,dance pop,2019.0,118.0,75.0,88.0,-4.0,11.0,88.0,158.0,18.0,9.0,85.0,2019.0
Keisha & Becky - Remix,uk drill,2019.0,141.0,47.0,86.0,-10.0,12.0,64.0,253.0,25.0,48.0,73.0,2019.0
Post Malone (feat. RANI),dance pop,2019.0,107.0,64.0,59.0,-4.0,11.0,65.0,174.0,8.0,12.0,74.0,2019.0
My Type,cali rap,2019.0,105.0,81.0,90.0,-6.0,7.0,59.0,126.0,0.0,26.0,76.0,2019.0
Otro Trago,latin,2019.0,176.0,70.0,75.0,-5.0,11.0,62.0,226.0,14.0,34.0,76.0,2019.0
Señorita,canadian pop,2019.0,117.0,55.0,76.0,-6.0,8.0,75.0,191.0,4.0,3.0,83.0,2019.0
If I Can't Have You,canadian pop,2019.0,124.0,81.0,69.0,-4.0,15.0,86.0,191.0,52.0,6.0,78.0,2019.0
Don’t Feel Like Crying,dance pop,2019.0,120.0,81.0,75.0,-4.0,7.0,72.0,157.0,16.0,4.0,56.0,2019.0
Vossi Bop,grime,2019.0,188.0,65.0,68.0,-6.0,13.0,43.0,196.0,13.0,34.0,69.0,2019.0
Lover,pop,2019.0,69.0,54.0,36.0,-8.0,12.0,45.0,221.0,49.0,9.0,86.0,2019.0
Cruel Summer,pop,2019.0,170.0,70.0,55.0,-6.0,11.0,56.0,178.0,12.0,16.0,82.0,2019.0
You Need To Calm Down,pop,2019.0,85.0,67.0,77.0,-6.0,6.0,71.0,171.0,1.0,6.0,81.0,2019.0
EARFQUAKE,hip hop,2019.0,80.0,50.0,55.0,-9.0,80.0,41.0,190.0,23.0,7.0,85.0,2019.0
Boasty (feat. Idris Elba),grime,2019.0,103.0,77.0,89.0,-5.0,9.0,46.0,177.0,1.0,7.0,68.0,2019.0
Strike a Pose (feat. Aitch),afroswing,2019.0,138.0,58.0,53.0,-6.0,10.0,59.0,214.0,1.0,10.0,67.0,2019.0
The London (feat. J. Cole & Travis Scott),atl hip hop,2019.0,98.0,59.0,80.0,-7.0,13.0,18.0,200.0,2.0,15.0,75.0,2019.0
,,,,,,,,,,,,,
